,Route Description,Geography Code,STANOX,TIPLOC
2676,Scotland,6109,6109,HLNSBRC
2677,Scotland,6111,6111,CRGDRN
2678,Scotland,6112,6112,CRGDRNJ
2679,Scotland,6113,6113,CDRS
2680,Scotland,6116,6116,CRGDWHL
2681,Scotland,6121,6121,BALLOCH
2682,Scotland,6123,6123,ALXANDR
2683,Scotland,6125,6125,RENTON
2684,Scotland,6134,6134,DLREOCH
2685,Scotland,6134,6134,DLRE665
2686,Scotland,6136,6136,DMBRTNC
2687,Scotland,6137,6137,DMBRTNE
2688,Scotland,6203,6203,BOWLING
2689,Scotland,6205,6205,KLPTRCK
2690,Scotland,6211,6211,DALMUIR
2691,Scotland,6215,6215,SINGER
2692,Scotland,6217,6217,DRUMRY
2693,Scotland,6219,6219,DRMCHPL
2694,Scotland,6221,6221,WESTRTN
2695,Scotland,6221,6221,WEST530
2696,Scotland,6222,6222,ANSL
2697,Scotland,6222,6222,ANSL3
2698,Scotland,6230,6230,DAWSHLM
2699,Scotland,6233,6233,MRYHILL
2700,Scotland,6236,6236,SUMRSTN
2701,Scotland,6239,6239,LAMBH
2702,Scotland,6242,6242,POSILPK
2703,Scotland,6245,6245,ASFIELD
2704,Scotland,6301,6301,MLGV
2705,Scotland,6303,6303,HLFT
2706,Scotland,6305,6305,BSDN
2707,Scotland,6345,6345,CLYBANK
2708,Scotland,6347,6347,YOKER
2709,Scotland,6349,6349,YOKERCS
2710,Scotland,6350,6350,GSCD
2711,Scotland,6351,6351,SCTSTNH
2712,Scotland,6352,6352,JORDANH
2713,Scotland,6354,6354,HYNDLND
2714,Scotland,6359,6359,PTCK
2715,Scotland,6365,6365,CHRNGXG
2716,Scotland,6399,6399,GLGQLL
2717,Scotland,6401,6401,GLGQHL
2718,Scotland,6419,6419,CWLRSSJ
2719,Scotland,6421,6421,CWLRSWJ
2720,Scotland,6421,6421,CWLRSGL
2721,Scotland,6421,6421,CWLRC79
2722,Scotland,6421,6421,CWLRSPL
2723,Scotland,6423,6423,CWLRSEJ
2724,Scotland,6443,6443,BSHB
2725,Scotland,6451,6451,CDDRDPL
2726,Scotland,6454,6454,LENZIE
2727,Scotland,6457,6457,CROY
2728,Scotland,6502,6502,GRTCSH
2729,Scotland,6503,6503,STEPPS
2730,Scotland,6521,6521,SPRNGBN
2731,Scotland,6523,6523,BNHL
2732,Scotland,6525,6525,ALXPD
2733,Scotland,6527,6527,DUKEST
2734,Scotland,6600,6600,GLGHST
2735,Scotland,6600,6600,GLGH141
2736,Scotland,6600,6600,GLGH140
2737,Scotland,6600,6600,GLGH795
2738,Scotland,6701,6701,BLGRVE
2739,Scotland,6706,6706,CNTY
2740,Scotland,6707,6707,SHTLSTN
2741,Scotland,6710,6710,GARROWH
2742,Scotland,6712,6712,ESHS
2743,Scotland,6714,6714,BLAIRHL
2744,Scotland,7001,7001,WEMYSSB
2745,Scotland,7002,7002,IBMM
2746,Scotland,7004,7004,INVERKP
2747,Scotland,7005,7005,BRNCHTN
2748,Scotland,7006,7006,WHINH
2749,Scotland,7008,7008,DUNROD
2750,Scotland,7009,7009,DRMFCHR
2751,Scotland,7011,7011,GOUROCK
2752,Scotland,7011,7011,GOURSTN
2753,Scotland,7012,7012,FRTMTLD
2754,Scotland,7013,7013,GRENCKW
2755,Scotland,7015,7015,GRENCKC
2756,Scotland,7023,7023,CRTSDYK
2757,Scotland,7028,7028,BOGSTON
2758,Scotland,7101,7101,LCHWNCH
2759,Scotland,7102,7102,HOWOOD
2760,Scotland,7103,7103,MILKNPK
2761,Scotland,7105,7105,JOHNSTN
2762,Scotland,7115,7115,PSLYCAN
2763,Scotland,7116,7116,HWKHEAD
2764,Scotland,7118,7118,CROKSTN
2765,Scotland,7118,7118,CROKSNL
2766,Scotland,7119,7119,MSSPARK
2767,Scotland,7124,7124,CKHL
2768,Scotland,7127,7127,DUMBRCK
2769,Scotland,7128,7128,PTGLSGW
2770,Scotland,7129,7129,WHHL
2771,Scotland,7130,7130,LGBK
2772,Scotland,7132,7132,BISHPTN
2773,Scotland,7136,7136,PSLYSTJ
2774,Scotland,7140,7140,PSLYGST
2775,Scotland,7147,7147,ARKLSTJ
2776,Scotland,7150,7150,HLNGTNW
2777,Scotland,7152,7152,HLNGTNE
2778,Scotland,7154,7154,CDNL
2779,Scotland,7200,7200,SHLDJN
2780,Scotland,7200,7200,SHLDJTS
2781,Scotland,7201,7201,SHLDNO1
2782,Scotland,7202,7202,SHLDSMD
2783,Scotland,7222,7222,LUGTON
2784,Scotland,7224,7224,BRHD
2785,Scotland,7225,7225,NITSH
2786,Scotland,7226,7226,PHLD
2787,Scotland,7227,7227,KENISHD
2788,Scotland,7228,7228,PLKSHWW
2789,Scotland,7229,7229,CRSMYLF
2790,Scotland,7231,7231,EKILBRD
2791,Scotland,7233,7233,GIFNOCK
2792,Scotland,7235,7235,KGPK
2793,Scotland,7236,7236,MTFL
2794,Scotland,7237,7237,NEILSTN
2795,Scotland,7238,7238,CCRT
2796,Scotland,7245,7245,EGLNSTJ
2797,Scotland,7253,7253,ANDRSTN
2798,Scotland,7255,7255,GLGCLL
2799,Scotland,7257,7257,GLGC
2800,Scotland,7257,7257,GLGC227
2801,Scotland,7259,7259,ARGYLST
2802,Scotland,7262,7262,LRKFLDJ
2803,Scotland,7269,7269,BRIDGTN
2804,Scotland,7272,7272,DLMRNOK
2805,Scotland,7275,7275,EXHIBTC
2806,Scotland,7278,7278,RTHGNEJ
2807,Scotland,7279,7279,PLMDCL
2808,Scotland,7280,7280,RTHGLEN
2809,Scotland,7282,7282,PLMD781
2810,Scotland,7294,7294,CARMYLE
2811,Scotland,7295,7295,MNTVRNN
2812,Scotland,7296,7296,BALISTN
2813,Scotland,7297,7297,BRGDDIE
2814,Scotland,7298,7298,KRKWOOD
2815,Scotland,7301,7301,CMBRNLD
2816,Scotland,7303,7303,GRNFLDS
2817,Scotland,7306,7306,GRNQNNJ
2818,Scotland,7312,7312,COATBDC
2819,Scotland,7323,7323,DRMGLCH
2820,Scotland,7324,7324,ARMDALE
2821,Scotland,7326,7326,AIRDCS
2822,Scotland,7327,7327,AIRDRIE
2823,Scotland,7328,7328,BLKRDGE
2824,Scotland,7329,7329,COATDYK
2825,Scotland,7331,7331,COATBDS
2826,Scotland,7334,7334,CLDRCRX
2827,Scotland,7342,7342,WHIFLET
2828,Scotland,7375,7375,MOSENDS
2829,Scotland,7397,7397,HOLYTWN
2830,Scotland,7411,7411,CMBSLNG
2831,Scotland,7413,7413,NWTLWJ
2832,Scotland,7416,7416,NWTL
2833,Scotland,7419,7419,UDNGSTN
2834,Scotland,7420,7420,UDNGTNJ
2835,Scotland,7429,7429,BLSHL
2836,Scotland,7430,7430,CLELAND
2837,Scotland,7432,7432,CARFIN
2838,Scotland,7434,7434,SHTT
2839,Scotland,7436,7436,HRTW
2840,Scotland,7453,7453,BRDHSTU
2841,Scotland,7453,7453,BRDHRST
2842,Scotland,7466,7466,MOTHRWL
2843,Scotland,7476,7476,AIRBLES
2844,Scotland,7479,7479,HAMLTNC
2845,Scotland,7480,7480,HAMLTNW
2846,Scotland,7486,7486,BLANTYR
2847,Scotland,7490,7490,CHTLRT
2848,Scotland,7492,7492,MRRYTNL
2849,Scotland,7494,7494,MRRYTON
2850,Scotland,7496,7496,LARKHAL
2851,Scotland,7503,7503,MOTHUGL
2852,Scotland,7503,7503,MOTH444
2853,Scotland,7551,7551,KRKH
2854,Scotland,7553,7553,BRSDE
2855,Scotland,7555,7555,CFFT
2856,Scotland,7561,7561,PATERTN
2857,Scotland,7563,7563,WTCR
2858,Scotland,7565,7565,WMWD
2859,Scotland,7567,7567,MUIREND
2860,Scotland,7573,7573,CROSSHL
2861,Scotland,7575,7575,QUNPARK
2862,Scotland,7577,7577,PLKLHDE
2863,Scotland,7579,7579,CCRTWJN
2864,Scotland,7581,7581,LNSD
2865,Scotland,7583,7583,PLKSHWE
2866,Scotland,7585,7585,SHWLNDS
2867,Scotland,7587,7587,MAXWLPK
2868,Scotland,7589,7589,PLKLHDW
2869,Scotland,7607,7607,HARMYRL
2870,Scotland,7609,7609,HARMYRS
2871,Scotland,7611,7611,THAL
2872,Scotland,7613,7613,BUSBY
2873,Scotland,7615,7615,CLRKSTN
2874,Scotland,7619,7619,THLB
2875,Scotland,7906,7906,SHILDMR
2876,Scotland,7906,7906,SHILDGF
2877,Scotland,7906,7906,SHIL483
2878,Scotland,7945,7945,WISHAW
2879,Scotland,7954,7954,LAWJDPL
2880,Scotland,7955,7955,CRLK
2881,Scotland,7956,7956,LANARKJ
2882,Scotland,7957,7957,LANARK
2883,Scotland,7962,7962,CRSTRS
2884,Scotland,7966,7966,CRSTRSS
2885,Scotland,7972,7972,ABINGTN
2886,Scotland,7975,7975,BEATCKS
2887,Scotland,7977,7977,BEATCK
2888,Scotland,7981,7981,LCKRBIE
2889,Scotland,8001,8001,GLGN
2890,Scotland,8101,8101,DALRY
2891,Scotland,8105,8105,KILWNNG
2892,Scotland,8123,8123,STVNSTN
2893,Scotland,8123,8123,STVNSES
2894,Scotland,8125,8125,SLCT
2895,Scotland,8198,8198,ARDRSSB
2896,Scotland,8202,8202,WKILBRD
2897,Scotland,8204,8204,ARDRSTN
2898,Scotland,8208,8208,ARDRSHB
2899,Scotland,8216,8216,FAIRLIE
2900,Scotland,8221,8221,LARGS
2901,Scotland,8401,8401,IRVN
2902,Scotland,8411,8411,BARASIE
2903,Scotland,8519,8519,TROON
2904,Scotland,8521,8521,PWCKAPT
2905,Scotland,8523,8523,PWCK
2906,Scotland,8605,8605,NWTOA
2907,Scotland,8618,8618,AYRR
2908,Scotland,8639,8639,MAYBOLE
2909,Scotland,8642,8642,KKERRAN
2910,Scotland,8645,8645,BRRHL
2911,Scotland,8646,8646,GIRVAN
2912,Scotland,8648,8648,DNRAGIT
2913,Scotland,8652,8652,GLNWHLY
2914,Scotland,8653,8653,STRNRR
2916,Scotland,8701,8701,DNLP
2917,Scotland,8703,8703,STEWRTN
2918,Scotland,8704,8704,KLMAURS
2919,Scotland,8712,8712,KILMRNK
2920,Scotland,8825,8825,ACHILCK
2921,Scotland,8834,8834,NWCMNCK
2922,Scotland,8841,8841,KRKC
2923,Scotland,8845,8845,SANQHAR
2924,Scotland,9022,9022,DUMFRES
2925,Scotland,9033,9033,ANNAN
2926,Western,67345,67345,PERSHOR
2927,Western,67351,67351,EVESHAM
2928,Western,67356,67356,HONYBRN
2929,Western,67359,67359,MINMARS
2930,Western,67362,67362,LNGMSTN
2931,Western,68071,68071,ASHCHRC
2932,Western,68076,68076,CHLTNHM
2933,Western,68089,68089,GLOSTER
2934,Western,68136,68136,HARSLP
2935,Western,68140,68140,DURSLEY
2936,Western,68159,68159,STNHSE
2937,Western,68161,68161,STRUD
2938,Western,73000,73000,PADTON
2939,Western,73000,73000,LINKLIN
2940,Western,73111,73111,LDBRKJ
2941,Western,73240,73240,ACTONML
2942,Western,73251,73251,ACTONW
2943,Western,73253,73253,EALINGB
2944,Western,73255,73255,WEALING
2945,Western,73261,73261,HANWELL
2946,Western,73271,73271,DRAYGRN
2947,Western,73272,73272,CBARPAR
2948,Western,73273,73273,SGFORD
2949,Western,73415,73415,GFORD
2950,Western,73663,73663,STHALL
2951,Western,73770,73770,HAYESAH
2952,Western,73775,73775,HTRWAJN
2953,Western,73780,73780,WDRYTON
2954,Western,73810,73810,IVER
2955,Western,73816,73816,LANGLEY
2956,Western,73819,73819,DOLPHNJ
2957,Western,73822,73822,SLOUGH
2958,Western,73824,73824,WINDSEC
2959,Western,73996,73996,BNHAM
2960,Western,74001,74001,TAPLOW
2961,Western,74004,74004,MDNHDRS
2962,Western,74005,74005,MDNHEAD
2963,Western,74012,74012,FURZEP
2964,Western,74013,74013,COOKHAM
2965,Western,74014,74014,BORNEND
2966,Western,74016,74016,MARLOW
2967,Western,74023,74023,TWYFORD
2968,Western,74027,74027,SHPLAKE
2969,Western,74028,74028,WARGRAV
2970,Western,74029,74029,HNLYOT
2971,Western,74237,74237,RDNGSTN
2972,Western,74249,74249,REDGWST
2973,Western,74251,74251,RDNG691
2974,Western,74266,74266,RDNG726
2975,Western,74268,74268,RDNG728
2976,Western,74271,74271,TILHRST
2977,Western,74281,74281,PANGBRN
2978,Western,74291,74291,GORASTR
2979,Western,74301,74301,CHOLSEY
2980,Western,74313,74313,DIDCOTP
2981,Western,74315,74315,FOXHALJ
2982,Western,74316,74316,DIDCWE
2983,Western,74320,74320,DIDCTEJ
2984,Western,74325,74325,MILTJN
2985,Western,74340,74340,APPLEFD
2986,Western,74340,74340,APPLEFX
2987,Western,74343,74343,CULHAM
2988,Western,74428,74428,RDLEY
2989,Western,74446,74446,OXFD
2990,Western,74448,74448,OXFDCSD
2991,Western,74451,74451,HANDBRO
2992,Western,74452,74452,COMBE
2993,Western,74453,74453,FINSTCK
2994,Western,74454,74454,CHBURY
2995,Western,74455,74455,OXFDUDP
2996,Western,74463,74463,ASCTUWD
2997,Western,74464,74464,SPTN
2998,Western,74465,74465,KINGHAM
2999,Western,74605,74605,TACKLEY
3000,Western,74609,74609,HEYFORD
3001,Western,74702,74702,THEALE
3002,Western,74714,74714,ALDMSTN
3003,Western,74717,74717,TWNYDPL
3004,Western,74722,74722,MIDGHAM
3005,Western,74723,74723,THATCHM
3006,Western,74798,74798,NEWBRYR
3007,Western,74803,74803,NEWBURY
3008,Western,74805,74805,KNTBRY
3009,Western,74805,74805,KNTB848
3010,Western,74805,74805,KNTB103
3011,Western,74805,74805,KNTB57
3012,Western,74815,74815,HUNGRFD
3013,Western,74815,74815,HUNGDGL
3014,Western,74816,74816,BEDYN
3015,Western,74818,74818,PEWSEY
3016,Western,75012,75012,SDON
3017,Western,75018,75018,KEMBLE
3018,Western,75023,75023,SDON212
3019,Western,75352,75352,CHIPNHM
3020,Western,75361,75361,MELKSHM
3021,Western,75363,75363,BRDFDJN
3022,Western,81103,81103,YATE
3023,Western,81109,81109,BRSTPWY
3024,Western,81116,81116,PATCHWY
3025,Western,81211,81211,SVRNBCH
3026,Western,81230,81230,SADWRD
3027,Western,81240,81240,AVONMTH
3028,Western,81240,81240,AVONDKJ
3029,Western,81252,81252,SHAMPTN
3030,Western,81255,81255,SEMILLS
3031,Western,81259,81259,CLFDOWN
3032,Western,81260,81260,REDLAND
3033,Western,81261,81261,MONPELR
3034,Western,81305,81305,FILTNEW
3035,Western,81403,81403,STPLTNR
3036,Western,81422,81422,LAWRNCH
3037,Western,81501,81501,BATHSPA
3038,Western,81503,81503,OLDFLDP
3039,Western,81507,81507,KEYNSHM
3040,Western,81606,81606,NSMRSTJ
3041,Western,81700,81700,BRSTLTM
3042,Western,81700,81700,BRSTMHL
3043,Western,81700,81700,BRSTOUT
3044,Western,81700,81700,BRSTPL2
3045,Western,81813,81813,BDMNSTR
3046,Western,81819,81819,PARSNST
3047,Western,81903,81903,NAILSEA
3048,Western,81904,81904,YATTONL
3049,Western,81905,81905,YATTON
3050,Western,81906,81906,WORLE
3051,Western,81909,81909,WMILTON
3052,Western,81911,81911,WSMARE
3053,Western,81915,81915,HGHBRDG
3054,Western,81924,81924,BRDGWTR
3055,Western,82071,82071,FRESHFD
3056,Western,82073,82073,AVNCLFF
3057,Western,82075,82075,BRDFDOA
3058,Western,82085,82085,TRWBRDG
3059,Western,82086,82086,HWKRJN
3060,Western,82092,82092,HWRDJN
3061,Western,82101,82101,WSTBRYW
3062,Western,82105,82105,DILTONM
3063,Western,82114,82114,WRMNSTR
3064,Western,82204,82204,FROME
3065,Western,82206,82206,FROMNSB
3066,Western,82299,82299,BRUTON
3067,Western,82301,82301,CCARY
3068,Western,83009,83009,TAUNTON
3069,Western,83009,83009,TAUNE22
3070,Western,83009,83009,TAUN611
3071,Western,83009,83009,TAUN624
3072,Western,83009,83009,TAUN617
3073,Western,83038,83038,TIVIPW
3074,Western,83222,83222,BRNSTPL
3075,Western,83225,83225,CHAPLTN
3076,Western,83226,83226,UMBRLGH
3077,Western,83227,83227,PRTSMTA
3078,Western,83231,83231,KNYMPTN
3079,Western,83232,83232,EGGESFD
3080,Western,83235,83235,LAPFORD
3081,Western,83236,83236,MOCHARD
3082,Western,83238,83238,COPLSTN
3083,Western,83311,83311,OKHMPTN
3084,Western,83312,83312,SAMPCRT
3085,Western,83319,83319,YEOFORD
3086,Western,83321,83321,CREDITN
3087,Western,83322,83322,NSTCYRE
3088,Western,83421,83421,EXETRSD
3089,Western,83431,83431,EXETERC
3090,Western,83435,83435,STJAMSP
3091,Western,83447,83447,POLSBDG
3092,Western,83449,83449,DIGBY
3093,Western,83453,83453,PINHOE
3094,Western,83454,83454,CBRK
3095,Western,83471,83471,TOPSHAM
3096,Western,83472,83472,EXTON
3097,Western,83473,83473,LYMPSTC
3098,Western,83474,83474,LYMPSTN
3099,Western,83475,83475,EXMOUTH
3100,Western,83476,83476,NWCOURT
3101,Western,83517,83517,EXETRST
3102,Western,83602,83602,STRCROS
3103,Western,83603,83603,DAWLSHW
3104,Western,83605,83605,DAWLISH
3105,Western,83607,83607,TEINMTH
3106,Western,83624,83624,NABT
3107,Western,83625,83625,NABTWJ
3108,Western,83627,83627,TORRE
3109,Western,83628,83628,TORQUAY
3110,Western,83631,83631,PAIGNTN
3111,Western,83702,83702,TOTNES
3112,Western,84060,84060,AISHXO
3113,Western,84067,84067,IVYBDGE
3114,Western,84139,84139,PLYMTH
3115,Western,84199,84199,DEVNPRT
3116,Western,84200,84200,DOCKYDP
3117,Western,84201,84201,KEYHAM
3118,Western,84204,84204,STBDXVR
3119,Western,84205,84205,BEREFRS
3120,Western,84207,84207,BEREALS
3121,Western,84208,84208,GUNISLK
3122,Western,84209,84209,CALSTCK
3123,Western,84293,84293,STBDXJN
3124,Western,84295,84295,STBDXFR
3125,Western,84301,84301,SASH
3126,Western,84397,84397,STGRMNS
3127,Western,84401,84401,MENHENT
3128,Western,84411,84411,LISKARD
3129,Western,84415,84415,COOMBE
3130,Western,84416,84416,STKEYNE
3131,Western,84417,84417,CAUSLND
3132,Western,84418,84418,SDPLACE
3133,Western,84419,84419,COOMJGF
3134,Western,84421,84421,LOOE
3135,Western,85011,85011,BODMNPW
3136,Western,85101,85101,LSTWTHL
3137,Western,85111,85111,PARR
3138,Western,85218,85218,STBLAZY
3139,Western,85225,85225,LUXULYN
3140,Western,85229,85229,GNBARWJ
3141,Western,85231,85231,BUGLE
3142,Western,85233,85233,RCHE
3143,Western,85244,85244,STCLMBR
3144,Western,85246,85246,QNTRLDW
3145,Western,85261,85261,NEWQUAY
3146,Western,85303,85303,STAUSTL
3147,Western,85501,85501,TRURO
3148,Western,85507,85507,PERANWL
3149,Western,85511,85511,PRYN
3150,Western,85513,85513,PENMERE
3151,Western,85515,85515,FALMTHT
3152,Western,85521,85521,FALMTHD
3153,Western,85601,85601,REDRUTH
3154,Western,85622,85622,CBORNE
3155,Western,85702,85702,HAYLE
3156,Western,85711,85711,STIVES
3157,Western,85713,85713,CARBISB
3158,Western,85715,85715,LELANT
3159,Western,85716,85716,LELANTS
3160,Western,85721,85721,STERTH
3161,Western,85734,85734,PENZNCE
3162,Wales,39005,39005,HAWDNBG
3163,Wales,40001,40001,HLYH
3164,Wales,40012,40012,VALLEY
3165,Wales,40013,40013,RHOSNGR
3166,Wales,40015,40015,TYCROES
3167,Wales,40017,40017,BODORGN
3168,Wales,40030,40030,LFPW
3169,Wales,40036,40036,BANGOR
3170,Wales,40037,40037,LANFRFC
3171,Wales,40042,40042,PNMNMWR
3172,Wales,40045,40045,CONWY
3173,Wales,40046,40046,LUDO
3174,Wales,40047,40047,DEGANWY
3175,Wales,40050,40050,LANDUDJ
3176,Wales,40055,40055,GLNCNWY
3177,Wales,40057,40057,TALYCFN
3178,Wales,40058,40058,DOLGARG
3179,Wales,40059,40059,LNRWST
3180,Wales,40060,40060,NLANRST
3181,Wales,40061,40061,BETSYCD
3182,Wales,40062,40062,PNYPANT
3183,Wales,40063,40063,DLWYDLN
3184,Wales,40064,40064,ROMANBG
3185,Wales,40066,40066,BLAENAU
3186,Wales,40071,40071,CBAY
3187,Wales,40073,40073,ABGLELE
3188,Wales,40076,40076,RHYL
3189,Wales,40101,40101,PSTA
3190,Wales,40125,40125,FLINT
3191,Wales,41016,41016,SHOTTHL
3192,Wales,41017,41017,HAWARDN
3193,Wales,41019,41019,BCKY
3194,Wales,41022,41022,PNYF
3195,Wales,41025,41025,HOPC
3196,Wales,41027,41027,CAERGWL
3197,Wales,41029,41029,CEFNYBD
3198,Wales,41031,41031,GWRSYLT
3199,Wales,41111,41111,WREXHMC
3200,Wales,41130,41130,WREXHMG
3201,Wales,41403,41403,RUABON
3202,Wales,41407,41407,CHIRK
3203,Wales,42172,42172,NANTWCH
3204,Wales,42211,42211,WRENBRY
3205,Wales,42221,42221,WCHR
3206,Wales,42226,42226,PREES
3207,Wales,42231,42231,WEMM
3208,Wales,42241,42241,YORTON
3209,Wales,64111,64111,GOBOWEN
3210,Wales,64224,64224,SHRWBY
3211,Wales,64229,64229,SHRWBAF
3212,Wales,64230,64230,SHRWEBJ
3213,Wales,64231,64231,SHRWSBJ
3214,Wales,64241,64241,CSTR
3215,Wales,64304,64304,WELSHPL
3216,Wales,64307,64307,NWTP
3217,Wales,64312,64312,CARSWS
3218,Wales,64313,64313,TALRDIG
3219,Wales,64317,64317,MCHYNLT
3220,Wales,64399,64399,DOVYDPL
3221,Wales,64401,64401,DOVYJN
3222,Wales,64402,64402,TONFNAU
3223,Wales,64404,64404,MFAM
3224,Wales,64407,64407,PENHELG
3225,Wales,64409,64409,ABDVY
3226,Wales,64411,64411,TYWYN
3227,Wales,64412,64412,LYNGRIL
3228,Wales,64413,64413,FRBN
3229,Wales,64414,64414,BRMOUTH
3230,Wales,64415,64415,LNAB
3231,Wales,64416,64416,TALB
3232,Wales,64417,64417,DYFRYNA
3233,Wales,64418,64418,LBDR
3234,Wales,64419,64419,PSRN
3235,Wales,64420,64420,LNDW
3236,Wales,64422,64422,HRLC
3237,Wales,64424,64424,TYGWYN
3238,Wales,64425,64425,TLSRNAU
3239,Wales,64426,64426,LNDC
3240,Wales,64427,64427,PRHN
3241,Wales,64428,64428,MINFORD
3242,Wales,64428,64428,MINFFR
3243,Wales,64501,64501,PRTHMDG
3244,Wales,64503,64503,CRICCTH
3245,Wales,64504,64504,PENYCHN
3246,Wales,64506,64506,ABRE
3247,Wales,64511,64511,PWLHELI
3248,Wales,64604,64604,BORTH
3249,Wales,64607,64607,ABRYSTH
3250,Wales,76072,76072,LYDNEY
3251,Wales,76078,76078,CDCOT
3252,Wales,76078,76078,CDCOCGF
3253,Wales,76079,76079,CHEPSTW
3254,Wales,76079,76079,CHEPEGF
3255,Wales,76090,76090,SEVTNLJ
3256,Wales,76094,76094,SEVT730
3257,Wales,76114,76114,EUSKJN
3258,Wales,76120,76120,EUSKJNY
3259,Wales,76239,76239,CWMBRAN
3260,Wales,76245,76245,PONTYPL
3261,Wales,76251,76251,ABRGVNY
3262,Wales,76357,76357,HEREFRD
3263,Wales,76370,76370,SHIP
3264,Wales,76373,76373,LEOMNST
3265,Wales,76373,76373,LEOMSB
3266,Wales,76377,76377,LUDLOW
3267,Wales,76379,76379,CRAVENA
3268,Wales,76400,76400,MAINDNJ
3269,Wales,76401,76401,NWPTRTG
3270,Wales,76627,76627,PYECRNR
3271,Wales,76628,76628,ROGRSTN
3272,Wales,76630,76630,RISCA
3273,Wales,76632,76632,CRSKEYS
3274,Wales,76634,76634,NBRWGE
3275,Wales,76640,76640,LLHLETH
3276,Wales,76646,76646,EBWVPWY
3277,Wales,76647,76647,EBWVTN
3278,Wales,77086,77086,MSHFILD
3279,Wales,77301,77301,CRDFCEN
3280,Wales,78511,78511,NINIANP
3281,Wales,78514,78514,CANTNCS
3282,Wales,78603,78603,MISKIN
3283,Wales,78608,78608,PONYCLN
3284,Wales,78615,78615,LLHARAN
3285,Wales,78698,78698,CRDFRBJ
3286,Wales,78705,78705,GNTN
3287,Wales,78709,78709,COGANJ
3288,Wales,78710,78710,DGLROAD
3289,Wales,78711,78711,COGAN
3290,Wales,78713,78713,EASTBRK
3291,Wales,78715,78715,PENARTH
3292,Wales,78717,78717,DINASP
3293,Wales,78719,78719,CADOXTN
3294,Wales,78805,78805,BARRYDK
3295,Wales,78810,78810,BARRY
3296,Wales,78817,78817,BARRYIS
3297,Wales,78901,78901,RHOOSE
3298,Wales,78915,78915,LLNWTMR
3299,Wales,79019,79019,KIDWELY
3300,Wales,79031,79031,PMBRYBP
3301,Wales,79040,79040,LLNLLI
3302,Wales,79054,79054,BYNEA
3303,Wales,79056,79056,LLGNNCH
3304,Wales,79057,79057,PNTADLS
3305,Wales,79060,79060,PNTYFYN
3306,Wales,79064,79064,AMMANFD
3307,Wales,79071,79071,LLDVNLC
3308,Wales,79072,79072,LLDYBIE
3309,Wales,79073,79073,FFAIRFC
3310,Wales,79074,79074,LLDEILO
3311,Wales,79075,79075,LLGADOG
3312,Wales,79076,79076,LLWRDA
3313,Wales,79077,79077,LLDVERY
3314,Wales,79078,79078,CYNGHRD
3315,Wales,79079,79079,SGRLOAF
3316,Wales,79080,79080,BUILTHR
3317,Wales,79081,79081,LLDODW
3318,Wales,79082,79082,LLWRTYW
3319,Wales,79083,79083,LLGMMRW
3320,Wales,79084,79084,GARTH
3321,Wales,79085,79085,CILMERY
3322,Wales,79087,79087,KNIGHTN
3323,Wales,79088,79088,LLDODGF
3324,Wales,79092,79092,PYBONT
3325,Wales,79093,79093,DOLAU
3326,Wales,79094,79094,LLBSTRD
3327,Wales,79095,79095,LLGUNLO
3328,Wales,79096,79096,KNUCKLS
3329,Wales,79097,79097,BKNELL
3330,Wales,79098,79098,HOPTONH
3331,Wales,79099,79099,BROOME
3332,Wales,79304,79304,SWANSEA
3333,Wales,79306,79306,SWANSLW
3334,Wales,79324,79324,LLNSMLT
3335,Wales,79325,79325,GOWERTN
3336,Wales,79327,79327,LNDOREJ
3337,Wales,79408,79408,SKEWEN
3338,Wales,79411,79411,NEATH
3339,Wales,79600,79600,BRITFRY
3340,Wales,79607,79607,BGLAN
3341,Wales,79701,79701,PTALBOT
3342,Wales,79768,79768,MRGMEJ
3343,Wales,79768,79768,MGMS127
3344,Wales,79783,79783,MRGMMJN
3345,Wales,79785,79785,PYLE
3346,Wales,79786,79786,STORDGL
3347,Wales,79787,79787,STORMY
3348,Wales,79788,79788,STORUGL
3349,Wales,79791,79791,BRGEND
3350,Wales,79795,79795,TREMANS
3351,Wales,79798,79798,PENCOED
3352,Wales,79799,79799,PENCUPL
3353,Wales,79807,79807,WLDMILL
3354,Wales,79808,79808,SARN
3355,Wales,79811,79811,TONDU
3356,Wales,79812,79812,TONDLFL
3357,Wales,79824,79824,GRTHMG
3358,Wales,79825,79825,MAESTER
3359,Wales,79825,79825,MAESTGF
3360,Wales,79828,79828,MAESTGW
3361,Wales,80011,80011,FGDHBR
3362,Wales,80013,80013,FGDHGWK
3363,Wales,80102,80102,MLFDHVN
3364,Wales,80111,80111,JHNSTND
3365,Wales,80122,80122,HAVRFDW
3366,Wales,80199,80199,CLARBRD
3367,Wales,80201,80201,PEMBRKD
3368,Wales,80202,80202,PEMBROK
3369,Wales,80205,80205,LAMPHEY
3370,Wales,80207,80207,MNORBER
3371,Wales,80209,80209,PNALLY
3372,Wales,80211,80211,TENBY
3373,Wales,80213,80213,SDRSFOT
3374,Wales,80215,80215,KILGETY
3375,Wales,80217,80217,NRBERTH
3376,Wales,80303,80303,WHLAND
3377,Wales,80305,80305,CLYNDRW
3378,Wales,80407,80407,FYSD
3379,Wales,80409,80409,CMTHNBG
3380,Wales,80419,80419,CMTHN
3381,Wales,81118,81118,PILNING
